paper_id,filename,theme
119,confronting-europes-labour-shortage-a-strategic-blueprint-to-attract-global-talent-and-reverse-population-decline__Martens-Centre-Policy-Brief.pdf,Industrial and Economic Policy
119,confronting-europes-labour-shortage-a-strategic-blueprint-to-attract-global-talent-and-reverse-population-decline__Martens-Centre-Policy-Brief.pdf,Labour Market
119,confronting-europes-labour-shortage-a-strategic-blueprint-to-attract-global-talent-and-reverse-population-decline__Martens-Centre-Policy-Brief.pdf,Migration
119,confronting-europes-labour-shortage-a-strategic-blueprint-to-attract-global-talent-and-reverse-population-decline__Martens-Centre-Policy-Brief.pdf,Social Protection and Housing
120,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_5.pdf,Climate and Environment
121,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_16.pdf,Populism and Extremism
121,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_16.pdf,Russia and Ukraine
122,building-a-transatlantic-approach-to-economic-security__Martens-Centre-Policy-Brief-2.pdf,Asia and Indo-Pacific
122,building-a-transatlantic-approach-to-economic-security__Martens-Centre-Policy-Brief-2.pdf,China
122,building-a-transatlantic-approach-to-economic-security__Martens-Centre-Policy-Brief-2.pdf,Climate and Environment
122,building-a-transatlantic-approach-to-economic-security__Martens-Centre-Policy-Brief-2.pdf,Industrial and Economic Policy
122,building-a-transatlantic-approach-to-economic-security__Martens-Centre-Policy-Brief-2.pdf,Infrastructure and Transport
122,building-a-transatlantic-approach-to-economic-security__Martens-Centre-Policy-Brief-2.pdf,Trade
122,building-a-transatlantic-approach-to-economic-security__Martens-Centre-Policy-Brief-2.pdf,Defence and Military
122,building-a-transatlantic-approach-to-economic-security__Martens-Centre-Policy-Brief-2.pdf,Transatlantic Relations
123,the-7ds-defence-in-depth__Defence.pdf,Climate and Environment
123,the-7ds-defence-in-depth__Defence.pdf,Industrial and Economic Policy
123,the-7ds-defence-in-depth__Defence.pdf,Defence and Military
123,the-7ds-defence-in-depth__Defence.pdf,Transatlantic Relations
124,gaining-insights-into-the-gender-gap-and-orientations-of-young-european-citizens-an-analysis-of-longitudinal-glocalities-survey-data-from-eight-european-countries__Gaining-Insights-Into-the-Gender-Gap.pdf,"Education, Research and Youth"
125,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_14.pdf,European Identity and Values
125,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_14.pdf,Asia and Indo-Pacific
125,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_14.pdf,China
125,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_14.pdf,Russia and Ukraine
125,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_14.pdf,Defence and Military
125,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_14.pdf,Transatlantic Relations
126,navigating-demographic-dynamics-strategies-for-tomorrow_15.pdf,Baltic Region
126,navigating-demographic-dynamics-strategies-for-tomorrow_15.pdf,EU Enlargement
126,navigating-demographic-dynamics-strategies-for-tomorrow_15.pdf,Russia and Ukraine
126,navigating-demographic-dynamics-strategies-for-tomorrow_15.pdf,South Caucasus and Central Asia
126,navigating-demographic-dynamics-strategies-for-tomorrow_15.pdf,Western Balkans
126,navigating-demographic-dynamics-strategies-for-tomorrow_15.pdf,Transatlantic Relations
127,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_7.pdf,Baltic Region
127,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_7.pdf,EU Enlargement
127,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_7.pdf,Russia and Ukraine
127,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_7.pdf,South Caucasus and Central Asia
127,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_7.pdf,Western Balkans
127,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_7.pdf,Defence and Military
127,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_7.pdf,Transatlantic Relations
128,the-agenda-of-the-new-eu-institutional-cycle__Eleventh-European-Studies-conference-proceedings.pdf,Populism and Extremism
129,artificial-intelligence-and-democracy__AI-and-Democracy.pdf,AI and Technology
130,evaluating-chinas-energy-outlook-the-reds-are-far-from-green__Evaluating-Chinas-Energy-Outlook.pdf,Asia and Indo-Pacific
130,evaluating-chinas-energy-outlook-the-reds-are-far-from-green__Evaluating-Chinas-Energy-Outlook.pdf,China
130,evaluating-chinas-energy-outlook-the-reds-are-far-from-green__Evaluating-Chinas-Energy-Outlook.pdf,Climate and Environment
130,evaluating-chinas-energy-outlook-the-reds-are-far-from-green__Evaluating-Chinas-Energy-Outlook.pdf,Energy
131,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_6.pdf,Populism and Extremism
131,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_6.pdf,Social Protection and Housing
132,navigating-demographic-dynamics-strategies-for-tomorrow_14.pdf,European Identity and Values
132,navigating-demographic-dynamics-strategies-for-tomorrow_14.pdf,Populism and Extremism
132,navigating-demographic-dynamics-strategies-for-tomorrow_14.pdf,Social Protection and Housing
134,fortifying-economic-security-the-eus-response-to-chinas-risk__Fortifying-Economic-Security-The-EU-Response-to-China-Risk.pdf,Asia and Indo-Pacific
134,fortifying-economic-security-the-eus-response-to-chinas-risk__Fortifying-Economic-Security-The-EU-Response-to-China-Risk.pdf,China
134,fortifying-economic-security-the-eus-response-to-chinas-risk__Fortifying-Economic-Security-The-EU-Response-to-China-Risk.pdf,Russia and Ukraine
134,fortifying-economic-security-the-eus-response-to-chinas-risk__Fortifying-Economic-Security-The-EU-Response-to-China-Risk.pdf,South Caucasus and Central Asia
134,fortifying-economic-security-the-eus-response-to-chinas-risk__Fortifying-Economic-Security-The-EU-Response-to-China-Risk.pdf,Industrial and Economic Policy
134,fortifying-economic-security-the-eus-response-to-chinas-risk__Fortifying-Economic-Security-The-EU-Response-to-China-Risk.pdf,Trade
134,fortifying-economic-security-the-eus-response-to-chinas-risk__Fortifying-Economic-Security-The-EU-Response-to-China-Risk.pdf,Defence and Military
134,fortifying-economic-security-the-eus-response-to-chinas-risk__Fortifying-Economic-Security-The-EU-Response-to-China-Risk.pdf,Transatlantic Relations
136,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union__European-View-Autumn-2023.pdf,Climate and Environment
136,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union__European-View-Autumn-2023.pdf,Industrial and Economic Policy
137,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_13.pdf,Middle East and North Africa
137,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_13.pdf,"Education, Research and Youth"
137,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_13.pdf,Labour Market
137,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_13.pdf,Migration
137,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_13.pdf,Transatlantic Relations
138,publications.pdf,Asia and Indo-Pacific
138,publications.pdf,China
138,publications.pdf,Climate and Environment
138,publications.pdf,Industrial and Economic Policy
138,publications.pdf,Infrastructure and Transport
138,publications.pdf,Trade
138,publications.pdf,Transatlantic Relations
139,navigating-demographic-dynamics-strategies-for-tomorrow_6.pdf,"Education, Research and Youth"
139,navigating-demographic-dynamics-strategies-for-tomorrow_6.pdf,Demographics
139,navigating-demographic-dynamics-strategies-for-tomorrow_6.pdf,Labour Market
139,navigating-demographic-dynamics-strategies-for-tomorrow_6.pdf,Social Protection and Housing
140,navigating-through-renewed-economic-uncertainty_14.pdf,Baltic Region
140,navigating-through-renewed-economic-uncertainty_14.pdf,EU Enlargement
140,navigating-through-renewed-economic-uncertainty_14.pdf,Russia and Ukraine
140,navigating-through-renewed-economic-uncertainty_14.pdf,South Caucasus and Central Asia
140,navigating-through-renewed-economic-uncertainty_14.pdf,Western Balkans
140,navigating-through-renewed-economic-uncertainty_14.pdf,Transatlantic Relations
141,navigating-through-renewed-economic-uncertainty_15.pdf,Elections and Parties
141,navigating-through-renewed-economic-uncertainty_15.pdf,Populism and Extremism
141,navigating-through-renewed-economic-uncertainty_15.pdf,Disinformation and Cybersecurity
142,navigating-demographic-dynamics-strategies-for-tomorrow_7.pdf,Populism and Extremism
142,navigating-demographic-dynamics-strategies-for-tomorrow_7.pdf,"Education, Research and Youth"
142,navigating-demographic-dynamics-strategies-for-tomorrow_7.pdf,Demographics
142,navigating-demographic-dynamics-strategies-for-tomorrow_7.pdf,Labour Market
142,navigating-demographic-dynamics-strategies-for-tomorrow_7.pdf,Migration
142,navigating-demographic-dynamics-strategies-for-tomorrow_7.pdf,Social Protection and Housing
143,chinas-influence-on-the-western-balkans-eu-accession-process-synergies-and-obstacles__Chinas-Influence-on-the-Western-Balkans-EU-Accession-Process-Synergies-and-Obstacles.pdf,Asia and Indo-Pacific
143,chinas-influence-on-the-western-balkans-eu-accession-process-synergies-and-obstacles__Chinas-Influence-on-the-Western-Balkans-EU-Accession-Process-Synergies-and-Obstacles.pdf,China
143,chinas-influence-on-the-western-balkans-eu-accession-process-synergies-and-obstacles__Chinas-Influence-on-the-Western-Balkans-EU-Accession-Process-Synergies-and-Obstacles.pdf,EU Enlargement
143,chinas-influence-on-the-western-balkans-eu-accession-process-synergies-and-obstacles__Chinas-Influence-on-the-Western-Balkans-EU-Accession-Process-Synergies-and-Obstacles.pdf,South Caucasus and Central Asia
143,chinas-influence-on-the-western-balkans-eu-accession-process-synergies-and-obstacles__Chinas-Influence-on-the-Western-Balkans-EU-Accession-Process-Synergies-and-Obstacles.pdf,Western Balkans
144,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_12.pdf,Disinformation and Cybersecurity
145,the-7ds-for-sustainability-175-proposals-for-the-next-legislature__The-7Ds-for-Sustainability.pdf,European Identity and Values
145,the-7ds-for-sustainability-175-proposals-for-the-next-legislature__The-7Ds-for-Sustainability.pdf,China
145,the-7ds-for-sustainability-175-proposals-for-the-next-legislature__The-7Ds-for-Sustainability.pdf,Climate and Environment
145,the-7ds-for-sustainability-175-proposals-for-the-next-legislature__The-7Ds-for-Sustainability.pdf,"Education, Research and Youth"
145,the-7ds-for-sustainability-175-proposals-for-the-next-legislature__The-7Ds-for-Sustainability.pdf,Industrial and Economic Policy
145,the-7ds-for-sustainability-175-proposals-for-the-next-legislature__The-7Ds-for-Sustainability.pdf,Infrastructure and Transport
145,the-7ds-for-sustainability-175-proposals-for-the-next-legislature__The-7Ds-for-Sustainability.pdf,Social Protection and Housing
146,a-blueprint-for-accelerated-integration-and-phasing-in__KAS-Skopje-Collaborative-Publication.pdf,Baltic Region
146,a-blueprint-for-accelerated-integration-and-phasing-in__KAS-Skopje-Collaborative-Publication.pdf,EU Enlargement
146,a-blueprint-for-accelerated-integration-and-phasing-in__KAS-Skopje-Collaborative-Publication.pdf,South Caucasus and Central Asia
146,a-blueprint-for-accelerated-integration-and-phasing-in__KAS-Skopje-Collaborative-Publication.pdf,Western Balkans
147,navigating-through-renewed-economic-uncertainty_9.pdf,Populism and Extremism
147,navigating-through-renewed-economic-uncertainty_9.pdf,Defence and Military
147,navigating-through-renewed-economic-uncertainty_9.pdf,Transatlantic Relations
148,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions__European-View-Autumn-2024.pdf,Populism and Extremism
148,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions__European-View-Autumn-2024.pdf,Climate and Environment
148,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions__European-View-Autumn-2024.pdf,Social Protection and Housing
149,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_10.pdf,Transatlantic Relations
150,the-future-of-transatlantic-relations_alli-2025-the-role-of-italy-in-shaping-the-transatlantic-relationship-under-trump.pdf,Populism and Extremism
150,the-future-of-transatlantic-relations_alli-2025-the-role-of-italy-in-shaping-the-transatlantic-relationship-under-trump.pdf,Asia and Indo-Pacific
150,the-future-of-transatlantic-relations_alli-2025-the-role-of-italy-in-shaping-the-transatlantic-relationship-under-trump.pdf,China
150,the-future-of-transatlantic-relations_alli-2025-the-role-of-italy-in-shaping-the-transatlantic-relationship-under-trump.pdf,Middle East and North Africa
150,the-future-of-transatlantic-relations_alli-2025-the-role-of-italy-in-shaping-the-transatlantic-relationship-under-trump.pdf,Russia and Ukraine
150,the-future-of-transatlantic-relations_alli-2025-the-role-of-italy-in-shaping-the-transatlantic-relationship-under-trump.pdf,Transatlantic Relations
151,the-future-of-transatlantic-relations_Owning-the-liberal-international-order.pdf,European Identity and Values
151,the-future-of-transatlantic-relations_Owning-the-liberal-international-order.pdf,Populism and Extremism
151,the-future-of-transatlantic-relations_Owning-the-liberal-international-order.pdf,Transatlantic Relations
152,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_European-View-Autumn-2023.pdf,Climate and Environment
152,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_European-View-Autumn-2023.pdf,Industrial and Economic Policy
153,navigating-demographic-dynamics-strategies-for-tomorrow_5.pdf,"Education, Research and Youth"
153,navigating-demographic-dynamics-strategies-for-tomorrow_5.pdf,Demographics
153,navigating-demographic-dynamics-strategies-for-tomorrow_5.pdf,Social Protection and Housing
154,brexit-navigating-the-politics-of-discord__Martens-Centre-Policy-Brief.pdf,Populism and Extremism
155,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_9.pdf,European Identity and Values
155,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_9.pdf,Populism and Extremism
155,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_9.pdf,Climate and Environment
155,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_9.pdf,Social Protection and Housing
156,finlands-nato-strategy__Finlands-NATO-Strategy-ENG.pdf,Baltic Region
156,finlands-nato-strategy__Finlands-NATO-Strategy-ENG.pdf,EU Enlargement
156,finlands-nato-strategy__Finlands-NATO-Strategy-ENG.pdf,Nordic Region
156,finlands-nato-strategy__Finlands-NATO-Strategy-ENG.pdf,Russia and Ukraine
156,finlands-nato-strategy__Finlands-NATO-Strategy-ENG.pdf,Defence and Military
156,finlands-nato-strategy__Finlands-NATO-Strategy-ENG.pdf,Transatlantic Relations
158,navigating-through-renewed-economic-uncertainty_16.pdf,Climate and Environment
158,navigating-through-renewed-economic-uncertainty_16.pdf,Energy
158,navigating-through-renewed-economic-uncertainty_16.pdf,Industrial and Economic Policy
159,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_8.pdf,Climate and Environment
159,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_8.pdf,Energy
160,navigating-demographic-dynamics-strategies-for-tomorrow_4.pdf,Climate and Environment
161,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_11.pdf,European Identity and Values
161,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_11.pdf,Populism and Extremism
161,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_11.pdf,Transatlantic Relations
162,the-future-of-transatlantic-relations__Make-the-West-Great-Again-1.pdf,Populism and Extremism
162,the-future-of-transatlantic-relations__Make-the-West-Great-Again-1.pdf,Russia and Ukraine
162,the-future-of-transatlantic-relations__Make-the-West-Great-Again-1.pdf,Transatlantic Relations
163,navigating-through-renewed-economic-uncertainty_8.pdf,Asia and Indo-Pacific
163,navigating-through-renewed-economic-uncertainty_8.pdf,China
163,navigating-through-renewed-economic-uncertainty_8.pdf,Industrial and Economic Policy
163,navigating-through-renewed-economic-uncertainty_8.pdf,Trade
163,navigating-through-renewed-economic-uncertainty_8.pdf,Transatlantic Relations
166,keeping-the-european-momentum-a-pan-european-study-on-eu-enlargement-and-deepening__Martens-Centre-Pan-European-Survey.pdf,European Identity and Values
166,keeping-the-european-momentum-a-pan-european-study-on-eu-enlargement-and-deepening__Martens-Centre-Pan-European-Survey.pdf,Populism and Extremism
166,keeping-the-european-momentum-a-pan-european-study-on-eu-enlargement-and-deepening__Martens-Centre-Pan-European-Survey.pdf,EU Enlargement
167,the-7ds-debt-in-depth__Debt.pdf,Climate and Environment
167,the-7ds-debt-in-depth__Debt.pdf,"Education, Research and Youth"
167,the-7ds-debt-in-depth__Debt.pdf,Industrial and Economic Policy
167,the-7ds-debt-in-depth__Debt.pdf,Social Protection and Housing
168,navigating-through-renewed-economic-uncertainty_12.pdf,China
168,navigating-through-renewed-economic-uncertainty_12.pdf,Middle East and North Africa
168,navigating-through-renewed-economic-uncertainty_12.pdf,Russia and Ukraine
168,navigating-through-renewed-economic-uncertainty_12.pdf,South Caucasus and Central Asia
168,navigating-through-renewed-economic-uncertainty_12.pdf,Defence and Military
168,navigating-through-renewed-economic-uncertainty_12.pdf,Transatlantic Relations
169,why-price-stability-matters__Why-Price-Stability-Matters.pdf,Populism and Extremism
169,why-price-stability-matters__Why-Price-Stability-Matters.pdf,China
169,why-price-stability-matters__Why-Price-Stability-Matters.pdf,Climate and Environment
169,why-price-stability-matters__Why-Price-Stability-Matters.pdf,Industrial and Economic Policy
169,why-price-stability-matters__Why-Price-Stability-Matters.pdf,Trade
170,are-the-mainstream-parties-in-europe-germany-and-austria-crumbling-political-parties-as-decisive-actors-in-liberal-democracies__Are-the-Mainstream-Parties-in-Europe-Germany-and-Austria-crumbling.pdf,Elections and Parties
170,are-the-mainstream-parties-in-europe-germany-and-austria-crumbling-political-parties-as-decisive-actors-in-liberal-democracies__Are-the-Mainstream-Parties-in-Europe-Germany-and-Austria-crumbling.pdf,European Identity and Values
170,are-the-mainstream-parties-in-europe-germany-and-austria-crumbling-political-parties-as-decisive-actors-in-liberal-democracies__Are-the-Mainstream-Parties-in-Europe-Germany-and-Austria-crumbling.pdf,Populism and Extremism
171,navigating-through-renewed-economic-uncertainty_13.pdf,EU Enlargement
171,navigating-through-renewed-economic-uncertainty_13.pdf,Russia and Ukraine
171,navigating-through-renewed-economic-uncertainty_13.pdf,South Caucasus and Central Asia
171,navigating-through-renewed-economic-uncertainty_13.pdf,Western Balkans
171,navigating-through-renewed-economic-uncertainty_13.pdf,Transatlantic Relations
172,the-future-of-transatlantic-relations_kochis-2025-the-trump-administration-s-belief-in-multipolarity-informs-its-transatlantic-security-policy.pdf,EU Enlargement
172,the-future-of-transatlantic-relations_kochis-2025-the-trump-administration-s-belief-in-multipolarity-informs-its-transatlantic-security-policy.pdf,Russia and Ukraine
172,the-future-of-transatlantic-relations_kochis-2025-the-trump-administration-s-belief-in-multipolarity-informs-its-transatlantic-security-policy.pdf,Defence and Military
172,the-future-of-transatlantic-relations_kochis-2025-the-trump-administration-s-belief-in-multipolarity-informs-its-transatlantic-security-policy.pdf,Transatlantic Relations
173,navigating-demographic-dynamics-strategies-for-tomorrow_1.pdf,Populism and Extremism
173,navigating-demographic-dynamics-strategies-for-tomorrow_1.pdf,Climate and Environment
173,navigating-demographic-dynamics-strategies-for-tomorrow_1.pdf,"Education, Research and Youth"
173,navigating-demographic-dynamics-strategies-for-tomorrow_1.pdf,Demographics
173,navigating-demographic-dynamics-strategies-for-tomorrow_1.pdf,Labour Market
173,navigating-demographic-dynamics-strategies-for-tomorrow_1.pdf,Social Protection and Housing
174,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_14.pdf,Elections and Parties
174,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_14.pdf,European Identity and Values
174,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_14.pdf,Populism and Extremism
175,finland-in-the-european-union-what-next__Finland-in-the-EU.pdf,Populism and Extremism
175,finland-in-the-european-union-what-next__Finland-in-the-EU.pdf,Baltic Region
175,finland-in-the-european-union-what-next__Finland-in-the-EU.pdf,Nordic Region
175,finland-in-the-european-union-what-next__Finland-in-the-EU.pdf,Russia and Ukraine
177,activity-report-2022__Activity-Report-2022.pdf,Populism and Extremism
177,activity-report-2022__Activity-Report-2022.pdf,Russia and Ukraine
177,activity-report-2022__Activity-Report-2022.pdf,Defence and Military
177,activity-report-2022__Activity-Report-2022.pdf,Transatlantic Relations
178,preventing-georgia-from-sliding-away-options-for-the-european-union__Georgia-In-Brief.pdf,EU Enlargement
178,preventing-georgia-from-sliding-away-options-for-the-european-union__Georgia-In-Brief.pdf,Russia and Ukraine
178,preventing-georgia-from-sliding-away-options-for-the-european-union__Georgia-In-Brief.pdf,South Caucasus and Central Asia
179,reconstructing-ukraine-how-the-eu-and-ukraine-can-mutually-benefit__Reconstructing-Ukraine-FINAL.pdf,Russia and Ukraine
180,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_European-View-Autumn-2024.pdf,Populism and Extremism
180,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_European-View-Autumn-2024.pdf,Climate and Environment
180,overcoming-the-geography-of-discontent-new-perspectives-and-innovative-solutions_European-View-Autumn-2024.pdf,Social Protection and Housing
181,navigating-demographic-dynamics-strategies-for-tomorrow_3.pdf,Climate and Environment
181,navigating-demographic-dynamics-strategies-for-tomorrow_3.pdf,Demographics
181,navigating-demographic-dynamics-strategies-for-tomorrow_3.pdf,Social Protection and Housing
182,russian-economy-still-standing-but-stuck__Milov-Russian-Economy-.pdf,Russia and Ukraine
182,russian-economy-still-standing-but-stuck__Milov-Russian-Economy-.pdf,South Caucasus and Central Asia
182,russian-economy-still-standing-but-stuck__Milov-Russian-Economy-.pdf,Industrial and Economic Policy
183,navigating-through-renewed-economic-uncertainty_11.pdf,Populism and Extremism
183,navigating-through-renewed-economic-uncertainty_11.pdf,China
183,navigating-through-renewed-economic-uncertainty_11.pdf,Russia and Ukraine
183,navigating-through-renewed-economic-uncertainty_11.pdf,Defence and Military
183,navigating-through-renewed-economic-uncertainty_11.pdf,Transatlantic Relations
184,navigating-through-renewed-economic-uncertainty_10.pdf,Baltic Region
184,navigating-through-renewed-economic-uncertainty_10.pdf,EU Enlargement
184,navigating-through-renewed-economic-uncertainty_10.pdf,Russia and Ukraine
184,navigating-through-renewed-economic-uncertainty_10.pdf,South Caucasus and Central Asia
184,navigating-through-renewed-economic-uncertainty_10.pdf,Western Balkans
185,navigating-demographic-dynamics-strategies-for-tomorrow_2.pdf,European Identity and Values
185,navigating-demographic-dynamics-strategies-for-tomorrow_2.pdf,Populism and Extremism
185,navigating-demographic-dynamics-strategies-for-tomorrow_2.pdf,Social Protection and Housing
186,the-future-of-transatlantic-relations_d-haeninck-hondeghem-2025-new-directives-for-equality-bodies-a-unified-future.pdf,Social Protection and Housing
187,the-future-of-transatlantic-relations_leuprecht-2025-the-europe-canada-schicksalsgemeinschaft-transatlantic-interdependency-in-the-new-north-atlantic-triangle.pdf,Asia and Indo-Pacific
187,the-future-of-transatlantic-relations_leuprecht-2025-the-europe-canada-schicksalsgemeinschaft-transatlantic-interdependency-in-the-new-north-atlantic-triangle.pdf,China
187,the-future-of-transatlantic-relations_leuprecht-2025-the-europe-canada-schicksalsgemeinschaft-transatlantic-interdependency-in-the-new-north-atlantic-triangle.pdf,Middle East and North Africa
187,the-future-of-transatlantic-relations_leuprecht-2025-the-europe-canada-schicksalsgemeinschaft-transatlantic-interdependency-in-the-new-north-atlantic-triangle.pdf,Trade
187,the-future-of-transatlantic-relations_leuprecht-2025-the-europe-canada-schicksalsgemeinschaft-transatlantic-interdependency-in-the-new-north-atlantic-triangle.pdf,Defence and Military
187,the-future-of-transatlantic-relations_leuprecht-2025-the-europe-canada-schicksalsgemeinschaft-transatlantic-interdependency-in-the-new-north-atlantic-triangle.pdf,Transatlantic Relations
